tweet,class,CLEAN_TEXT
Red Sox fans bitch the loudest about right field. Their hitters exempt from hitting them out too? #Yankees #YankeeStadium,1,red sox fans bitch loudest right field hitters exempt hitting
Red bitch with me dark skin friend callin talkin bout come and get me,1,red bitch dark skin friend callin talkin bout come get
Ref finally calls it when it's an arm ball but those hoes didn't count the hand ball in the Mexico game. K #yesiamstillsalty,1,ref finally calls arm ball hoes didnt count hand ball mexico game k
Regular joes rockin tha boat that's us redneck yacht clubbb&#9728;&#127926;,2,regular joes rockin tha boat thats us redneck yacht clubbb
Reina Yoshii in cock blowing threesome with her hairy pussy teasing&#160;cock http://t.co/dT4vmEPtv4,1,reina yoshii cock blowing threesome hairy pussy teasingcock
"Remember that fear is there to guide you, not cripple you.",2,remember fear guide cripple
Remember when I said Uchiha&#8217;s are faggots? This week Sasuke reaffirms that with flying colors.,1,remember said uchihas faggots week sasuke reaffirms flying colors
"Remember when I told yall bout my coworker not lookin out a couple weeks back?.. Karma's a hoe, got his ass.",1,remember told yall bout coworker lookin couple weeks back karmas hoe got ass
Remember when I would spank everyone in meme wars? Because I do #faggots,1,remember would spank everyone meme wars
"Remember when black girls out numbers in front of shit. ""I'm 9 hungry"" ""You 7 stupid hoe""",1,remember black girls numbers front shit im hungry stupid hoe
"Reminiscin on my swinger days, when I drove a Caddy and my bitch sported a finger wave",1,reminiscin swinger days drove caddy bitch sported finger wave
Repeat after me: Where my bitches?,1,repeat bitches
Republicans aren't the only racist in America. We have racist Democrats too. But don't play the token negro card... http://t.co/FT5c4yhraG,2,republicans arent racist america racist democrats dont play token negro card
Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,2,rescue elephant calf nunai looking fuzzy international fund animal welfare rehabilitati
Retweet to spam this faggot RT @ChickenColeman: Dick going &#128070;,1,retweet spam faggot rt dick going
"Rev. Charlie Rangel: What Unions Stand For Are &#8220;Spiritual Damn Things&#8221;&#8230; LIKE INFLATABLE RATS. 

 http://t.co/2nmrLDvIgB",2,rev charlie rangel unions stand spiritual damn things like inflatable rats
Review: The Yanks are Coming! A Military History of the United States in World War I http://t.co/Hv4k1yZACH via @BreitbartNews,2,review yanks coming military history united states world war via
"Rewrite, tinker with it's official language regarding same-sex relationships, divorce, remarriage, etc. But nothing is set in stone at all.",2,rewrite tinker official language regarding samesex relationships divorce remarriage etc nothing set stone
"Rick is not a bitch.
#TheWalkingDead",1,rick bitch
Ricky is such a bitch when it comes to girls&#128530;,1,ricky bitch comes girls
Riding in that ooo bitch it's nasty,1,riding ooo bitch nasty
Riding my quad with this bitch &#128540; http://t.co/EpPeMQfXxO,1,riding quad bitch
Riding wit my old dude .. Dis nicca bangin #FreshPrince #Summertime &#128514;&#128514;&#128563;&#128533;&#128559;&#9995;,1,riding wit old dude dis nicca bangin
Rihanna just slaying any bitch &#128525;&#128525;,1,rihanna slaying bitch
Rihanna must got the holy grail of pussy &#128514;,1,rihanna must got holy grail pussy
Rihanna's Favorite Thing About White House Visits: 'My President Being Black' http://t.co/86zVJUzJLr #Solidarity Poking whitey-not wise..,1,rihannas favorite thing white house visits president black poking whiteynot wise
Rikanya &lt;&lt;&lt; &#128557; get this bitch out my DM,1,rikanya ltltlt get bitch dm
"Rise up, gonna get higher and higher! Its all hips and nips, otherwise I ain't eating!",1,rise gonna get higher higher hips nips otherwise aint eating
"Roll that weed bitch
Shake that ass hoe",1,roll weed bitch shake ass hoe
"Roll tide, bitches",1,roll tide bitches
Roman Catholics in the US are trash. They give Catholics in Europe a bad name.,0,roman catholics us trash give catholics europe bad name
Roman on GTA IV is a pussy.,1,roman gta iv pussy
Ronnie Radke's a fucking fag. Fronz owns his ass.,1,ronnie radkes fucking fag fronz owns ass
Ronny kamm is a pussy,1,ronny kamm pussy
Rosco would get jealous though. He a bitch,1,rosco would get jealous though bitch
"Rose colored glasses only, you guys. #wvnextin6",2,rose colored glasses guys
"Roseanne really bums me out. The show, and the woman. On that note, it's time to chug some ZzzQuil.",2,roseanne really bums show woman note time chug zzzquil
"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie",0,roses red orchids bigger donts tell yo daddy fuckin nigger
Ross a bitch for not responding,1,ross bitch responding
Ross got Amber Rose naked these hoes ain't loyal wiz,1,ross got amber rose naked hoes aint loyal wiz
Ross text me back you twat,1,ross text back twat
Rotherdam #RapeJihad coverup: young girls sacrificed on altar of political correctness in favor pf paki pedo gangs http://t.co/RDgyG6GURv,2,rotherdam coverup young girls sacrificed altar political correctness favor pf paki pedo gangs
Round #3 on you hoes #chitown #sb2014 http://t.co/gd0Ya153rl,1,round hoes
"Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs No sex",1,rows hoes curls girls planks skanks deep cuts sluts quads broads pecs sex
Roy Hibbert so trash. It's unbelievable.,1,roy hibbert trash unbelievable
Rt &#8220;@oldirtyjesus: stop being a hoe sheesh &#8220;@_queenoni: I want 3 boys&#8221;&#8221;,1,rt stop hoe sheesh want boys
Rt &#8220;@princessalyssxo: When I see you walk up I think hoe&#8221;,1,rt see walk think hoe
Rt for a Hdm *everybody* &#128514;&#128514;&#128514;&#128514; block bitches too,1,rt hdm everybody block bitches
Ruby is not ugly #bunga bunga,2,ruby ugly bunga
Rudy Throws Fastballs Near Charlie&#8217;s Chin..(No Sweat) Crist Ducking Giuliani Campaign Politics In Florida! DoG http://t.co/EJpdwlS5qj&#8217;s-chin,2,rudy throws fastballs near charlies chinno sweat crist ducking giuliani campaign politics florida dog
Rule number one never pursue a bitch from da ova side,1,rule number one never pursue bitch ova side
Rule number two don't trust nobody especially a bitch with a hookers body,1,rule number two dont trust nobody especially bitch hookers body
Ruley a bitch ry,1,ruley bitch ry
"Run in ya spot, smash ya hoe fuck on ya couch",1,run spot smash hoe fuck couch
Run it in her pussy like a crash dummy.,1,run pussy like crash dummy
"Run it up first , these hoes come later&#9996;&#65039;",1,run first hoes come later
Run out with the baldhead bitch thing....,1,run baldhead bitch thing
"Run that nigga, you don't want that nigga, but I need a bad bitch that's hotter than me",1,run nigga dont want nigga need bad bitch thats hotter
Runnin' so much game I fuck around &amp; lap a bitch..,1,runnin much game fuck around amp lap bitch
Running dangerously low on cigarettes these bitches better last me till Monday or Tuesday,1,running dangerously low cigarettes bitches better last till monday tuesday
Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB,2,russel martin miserable season quietly good september
Russian roulette that hoe,1,russian roulette hoe
Rusty hoe to bumpin 2 me #NeedDaName http://t.co/DwAEjyUbQr,1,rusty hoe bumpin
S/O @HorseNuts_Clark for keeping me sane when I'm a cunt,1,keeping sane im cunt
"S/O To all the hoes waiting up for that goodnight text.. Bitch please, that nigga don't love you",1,hoes waiting goodnight text bitch please nigga dont love
S/O the young bitches &amp; females &#128514;,1,young bitches amp females
S/O to flowing wells varsity soccer tomorrow yall are playing ironwood Kick their asses. I'm pretty sure this fag is playing @SamJAlexander,1,flowing wells varsity soccer tomorrow yall playing ironwood kick asses im pretty sure fag playing
S/O to my Luu's. These are down bitches! Don't fuck with them.,1,luus bitches dont fuck
"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it.",0,favorite nigger work plantation remember next time ask watermelon dont steal
S/O to the fine bitch at Walmart Just now. Melted me at the ankles 0_0,1,fine bitch walmart melted ankles _
S/O to this hoe tonight ol hating ass http://t.co/HIt4475tyZ,1,hoe tonight ol hating ass
S/o that real bitch,1,real bitch
S/o to dat bitch ass nigga in Alabama who wanna kill me #GoodLucc,1,dat bitch ass nigga alabama wanna kill
S/o to my ace boon @Yeahh_Doe one of the few of the real girls on campus!! #YouMyNigga,1,ace boon one real girls campus
S/o to my mom came home to tacos and brownies &#9786;&#65039;&#128523;,2,mom came home tacos brownies
S/o to my old hoes..S/o to my new hoes!!!,1,old hoesso new hoes
S/o to the homie @BlakkHoodie_562 niggah stay making bomb food when we high af,1,homie niggah stay making bomb food high af
SEE!! I TOLD y'all Nikko was holding her ass up!! That bitch ain't got no upper body strength!!!,1,see told yall nikko holding ass bitch aint got upper body strength
SEnd y'all bitch asses fishing with us RT @ikesizzle: We ain't beat San Antonio all season I don't wanna play them nigguhs #straightup,1,send yall bitch asses fishing us rt aint beat san antonio season dont wanna play nigguhs
SHIT! RT @KingHov1313: I want a bitch so bad that I'd eat her in front of her kids!&#128553;,1,shit rt want bitch bad id eat front kids
"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;",0,sir please go text mexican bitch im finna deal witcho childish ass
"SMH Maybe they don't wanna be actual whores. RT @LaLaGeminiLand: ""If you have wet pussy, you shouldn't have a dry purse""",1,smh maybe dont wanna actual whores rt wet pussy shouldnt dry purse
SNL mocks entire Obama tenure in Ebola skit - Hot Air http://t.co/miJdg6x6UC,2,snl mocks entire obama tenure ebola skit hot air
SOMEBODY please BRING OUT OF MY hotel room and HIRE ME for something REAL&gt; I work hard for somebody throwing me in the trash. #IWantOut,2,somebody please bring hotel room hire something realgt work hard somebody throwing trash
"SOO guys those tweets are bullshit. Be you.. And if the bitch ""is to stupid what she wants"" then she not stupid It's that she doesn't want u",1,soo guys tweets bullshit bitch stupid wants stupid doesnt want u
STFU BORIS FAGJO! RT @Maxin_Betha Cause he a faggot!! Makes sense now right?? RT @ChannyMaraj Bran prolly real nurturing lol,0,stfu boris fagjo rt cause faggot makes sense right rt bran prolly real nurturing lol
STOP texting these hoes good morning!,1,stop texting hoes good morning
SWAG !&#8220;@MYSTIKALGOD666: bitch im serious http://t.co/UFqHqSc7Xv&#8221;,1,swag bitch im serious
"Sad that girls look up to Kim so much. Like damn she got famous from being a hoe, and making sex tapes. We need to find better role models.",1,sad girls look much like damn got famous hoe making sex tapes need find better role models
Sadboy bitch we worldwidee,1,sadboy bitch worldwidee
Said you a mean bitch,1,said mean bitch
Sakurako legs spread wide as she takes a big cock deep in her&#160;twat http://t.co/36CVHP6C70,1,sakurako legs spread wide takes big cock deep hertwat
Saltine crackers for dinner lol. Sad lyfe.,2,saltine crackers dinner lol sad lyfe
Salute RT @ShitneyW0rd_: &#128221; RT @Shvkxir: Spit on my chest like a nasty bitch.,1,salute rt rt spit chest like nasty bitch
Salute a real nicca http://t.co/3fOYAYwLWS,1,salute real nicca
"Sam is hands down easily no doubt in a million years my least favorite character, such a little bitch! #freaksandgeeks",1,sam hands easily doubt million years least favorite character little bitch
"Sam is such a bitch, Ronnie got in a fight because of you &#128530;",1,sam bitch ronnie got fight
"Same bitches they be all in my face bout how they couldn't do it , be the same bitches all on his dick &#128530;",1,bitches face bout couldnt bitches dick
Same hoe said I couldn't get it tryna kick it.,1,hoe said couldnt get tryna kick
"Same hoes with they ass out tonight gonna be singing ""Jesus Loves Me"" in the morning",1,hoes ass tonight gonna singing jesus loves morning
Same niccas tryna be around me .. The same niccas that used to down me!,1,niccas tryna around niccas used
Same people bitchin about jetpacks and shit in AW are counting down the days until it comes out buncha fags.,1,people bitchin jetpacks shit aw counting days comes buncha fags
"Same reason u look like anthony davis with them eyebrows""@RyanH_Slick: Why the fuck do niggers act so different when girls are around?:-S""",0,reason u look like anthony davis eyebrows fuck niggers act different girls arounds
"Same shit RT @Che_TheYello1: But your bm tho? ... ""@viaNAWF: If my ex wanna go fuck my enemy, may God be with her. Ain't my hoe no more.""",1,shit rt bm tho ex wanna go fuck enemy may god aint hoe
"Same. RT @TylerIAm That was back when i found myself listening to mad """"""""""""real hip hop"""""""""""". Zero bitches in sight",1,rt back found listening mad real hip hop zero bitches sight
Sapete che? Vi odio..... ho finito..,2,sapete che vi odio ho finito
"Savage can fuck right off, shirty cunt",1,savage fuck right shirty cunt
"Saw 5 pick up a dime off the floor with her toes. Apparently my ""monkey toes"" gene is strong with that one.",2,saw pick dime floor toes apparently monkey toes gene strong one
"Saw a vine of Kobe calling Dwight Howard ""you a bitch ass nigga""",1,saw vine kobe calling dwight howard bitch ass nigga
"Saw brownies on the kitchen counter, bit into one and immediately a surge of pain and spice hit my tongue. Chili flakes. Eff you, Brian.",2,saw brownies kitchen counter bit one immediately surge pain spice hit tongue chili flakes eff brian
Saw my dog humpin this female dog the other day. Now the female is waiting outside my door for a quick hook up. My dog gets bitches!,1,saw dog humpin female dog day female waiting outside door quick hook dog gets bitches
Saw this bad bitch today @Lil_Marieeee &#128539; http://t.co/BuFua1Pr8v,1,saw bad bitch today
"Saw this little freshman ho with what looked like spiked dog collar (stupidest shit ever) so everytime I saw her I said ""so sexy"" lmao",1,saw little freshman ho looked like spiked dog collar stupidest shit ever everytime saw said sexy lmao
Saw three GROWN men on a motorcycle &amp; that bitch was barely moving lmao what the hell,1,saw three grown men motorcycle amp bitch barely moving lmao hell
Say I'm wrong but I can treat that pussy right,1,say im wrong treat pussy right
Say it again RT @Marcus_Supreme: Alotta you bitches standards are niggas that&#8217;s outta yall league,1,say rt alotta bitches standards niggas thats outta yall league
Say it to me when I confront you pussy fuck,1,say confront pussy fuck
"Say it's all about the hoes when it's all about ou, even when I'm with my hoes, I tell em all about you",1,say hoes ou even im hoes tell em
Say my fuccn name hoe!,1,say fuccn name hoe
Say my fucking name hoe,1,say fucking name hoe
"Say what ya want but if I'm single and I have the opportunity to have a dick in my ass AND pussy at the same time, I'ma take it.",1,say want im single opportunity dick ass pussy time ima take
"Say what you want about @MileyCyrus , but that bitch has pipes!",1,say want bitch pipes
Say you love that bitch so much I'll kill yo ass in front of her,1,say love bitch much ill kill yo ass front
Say you love that bitch so much I'll kill you right in front of her,1,say love bitch much ill kill right front
Saya Natsukawa gets her pussy fucked and licked by two horny&#160;Japaneses. http://t.co/e1va9eIIz3,1,saya natsukawa gets pussy fucked licked two hornyjapaneses
Scandal: A Negro Bed Wench's Fairy-tale and propaganda: http://t.co/tp1Sa5u8uO via @YouTube: A must see for Hebrew Daughters of Zion!,0,scandal negro bed wenchs fairytale propaganda via must see hebrew daughters zion
"Scary bitches on Twitter never @ the nigga the have a crush on, always on some ""oomf"" shit",1,scary bitches twitter never nigga crush always oomf shit
"School
Schoo
Scho
Sch
Sc
S
St
Sta
Stay
Stay h
Stay ho
Stay hom
Stay home",2,school schoo scho sch sc st sta stay stay h stay ho stay hom stay home
School ghetto as fuck http://t.co/QrhwQTUEU1,1,school ghetto fuck
School sucks more dick than the hoes who attend it.,1,school sucks dick hoes attend
"Scientists have recently discovered that bitches, do in fact, ""Be trippin""",1,scientists recently discovered bitches fact trippin
Scott brooks finds new ways to flip me the bird each game. I know it's the right move but #Idontcare #KDStreak #imsad,2,scott brooks finds new ways flip bird game know right move
Scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend...&#128299;&#128298; I'll kill you bitch &#128545;,1,scott told work today wants come get drunk seduce girlfriend ill kill bitch
Scrappy got the hoes &#128056;&#9749;&#65039;.. It's 3 of em on stage I wonder how many in the audience,1,scrappy got hoes em stage wonder many audience
Scrappy mom run all his bitches away,1,scrappy mom run bitches away
Screaming like a lil bitch &#128514;,1,screaming like lil bitch
Screaming money over hoes nigga you ain't fuck shit,1,screaming money hoes nigga aint fuck shit
Sean Kingston look like a Facebook dyke http://t.co/OxFbMRTOCs,1,sean kingston look like facebook dyke
"Search the terms ""Obama"" and ""Twinkie"" and get a bunch of people rehashing the same handful of jokes while having no idea why Hostess failed",1,search terms obama twinkie get bunch people rehashing handful jokes idea hostess failed
Seaside smell like stank ass pussy bruh&#128514;&#128514;,1,seaside smell like stank ass pussy bruh
"Seattle Mayoral Election this year. A choice between a bunch of women, non-whites, and faggots/fag lovers.
http://t.co/rwhgMRLaZX",0,seattle mayoral election year choice bunch women nonwhites faggotsfag lovers
Sebastian is high on cat nip rn,2,sebastian high cat nip rn
Second time these gentrified bitches got on my nerves this morning.,1,second time gentrified bitches got nerves morning
Secondary playing like hoes.,1,secondary playing like hoes
"Seconds from the end what's it gonna be, pull the trigger bitch",1,seconds end whats gonna pull trigger bitch
"Seconds from the end, what's it gonna be, pull the trigger bitch.",1,seconds end whats gonna pull trigger bitch
See &#128064; ima stop &#10060;&#128282; getting on this here Twitter arguing with you hoes&#128078;&#128078;......stupidity is a trait that I &#9757;&#65039;DONT NOT FUCK WITH &#128680;&#128679;,1,see ima stop getting twitter arguing hoesstupidity trait dont fuck
See bitches ruin sports kobe don't play no damn football. Either you was looking to be mentioned for stupidity or ya momma a hoe. Or both.,1,see bitches ruin sports kobe dont play damn football either looking mentioned stupidity momma hoe
"See me ride out of that sunset, on your, colored TV screen #TNT #ACDC",2,see ride sunset colored tv screen
See my nig @officialccane today somebody who understands the music like me !!,1,see nig today somebody understands music like
See niggas they be mad and all these hoes go &#128584;,1,see niggas mad hoes go
See the jumbotron? That&#8217;s where the jig is,2,see jumbotron thats jig
See two of his bitches in the cluuuuub &#8220;@_TonyHilfiger: What he do for a living? http://t.co/CS9dfgl7EW&#8221;,1,see two bitches cluuuuub living
See when you paid them bitches pay attention but when you broke you never mentioned so fuck em and keep it strictly pimpin,1,see paid bitches pay attention broke never mentioned fuck em keep strictly pimpin
See why these pussies need their guns! http://t.co/6CHtQNr3mU,1,see pussies need guns
See you fags in 8 hours,1,see fags hours
See you on the #tron side bitches.........,1,see side bitches
See&gt; Its a FINE LINE&gt; Killing #faggots doesn't change the source of their creation. Which is #Stupid PEOPLE #overbreeding&gt; #PERIOD&gt;,0,seegt fine linegt killing doesnt change source creation people gt gt
See... he already know he a faggot lmao,1,see already know faggot lmao
Seeing another baseball team just makes me wanna book my @Yankees trip right now.,2,seeing another baseball team makes wanna book trip right
Seeing elder queer couples marry really is emotional. They get to live their final years with equality and with dignity.,1,seeing elder queer couples marry really emotional get live final years equality dignity
Seeing so many basic bitches rn,1,seeing many basic bitches rn
Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed,0,seeing ugly bitches get pregnant lets know nigga swill fuck anything pussy alcohol longer excuse pressed
Seem like da colored folk be gettin in da way lately. I just sayin,0,seem like colored folk gettin way lately sayin
"Seen Glo eat a twat on stage watching that shit. And get eaten in the middle of a populated concourse, if I ain't mistaken...",1,seen glo eat twat stage watching shit get eaten middle populated concourse aint mistaken
"Seen it all before , bitch got a man but she scheming on the Low &#128564;",1,seen bitch got man scheming low
Seen niccas come up ... I seen niccas fall,1,seen niccas come seen niccas fall
Selling ex lax brownies in front of Meijer to pregnant women. #GoodDeed,2,selling ex lax brownies front meijer pregnant women
Senator @tedcruz is an anchor baby! Go back from where you came. #natural #born #Canadian,0,senator anchor baby go back came
Send me an emojii and I'll tweet why your a pussy http://t.co/ZiZfh2ffrD,1,send emojii ill tweet pussy
Send that bitch a smiley face. Bitches love smiley faces :),1,send bitch smiley face bitches love smiley faces
Sendin the link to Wishy Washy to my old hoes,1,sendin link wishy washy old hoes
Senior privileges bitch,1,senior privileges bitch
"Sent ideas in to VOEM , they only seem to wanna hold testing/drills in nice weather, we need to run mock incidents in bad weather, night,",2,sent ideas voem seem wanna hold testingdrills nice weather need run mock incidents bad weather night
Serious question here; How many country songs mention honkey tonk(s)?,2,serious question many country songs mention honkey tonks
Serious question: what do white boys pull up on bitches bumpin?,1,serious question white boys pull bitches bumpin
Seriously if you're living at someone's place for free the least you could do is help keep it clean #ratchet #lazy #hoe,1,seriously youre living someones place free least could help keep clean
"Seriously, reading 'thriller' like books spook me more than most horror movies. 
#bookgeek",2,seriously reading thriller like books spook horror movies
"Seriously, retarded is a really funny word.",1,seriously retarded really funny word
Sesh with my n-words say it like a white kid yes my Kush is betta than yours u are a whore so please kill yo self fool bitch ass,1,sesh nwords say like white kid yes kush betta u whore please kill yo self fool bitch ass
Sessy's a bitch but is a real homie. Unlike Gabby.,1,sessys bitch real homie unlike gabby
"Seven digits niggas, two commas hoe.",1,seven digits niggas two commas hoe
Sewing is also a requirement to be an #ISIS Jihadi girl - keep the men's clothes presentable #ISISFeminism http://t.co/sN5KUwMX78,2,sewing also requirement jihadi girl keep mens clothes presentable
Sex should be a reward in a relationship. Nigga has never done anything for you whatsoever yet you still give him the pussy...smh,1,sex reward relationship nigga never done anything whatsoever yet still give pussysmh
Sex with whoever I want whenever I want? Nah. My girl give me good pussy all the time.,1,sex whoever want whenever want nah girl give good pussy time
Sexy Japanese slut fingers and toys her pussy on the steps squirting her juice all&#160;over http://t.co/svs8idZjYp,1,sexy japanese slut fingers toys pussy steps squirting juice allover
Sexy ass yellow bone,1,sexy ass yellow bone
Sexy bitch lame nigguh,1,sexy bitch lame nigguh
Sgp still in bitches dms,1,sgp still bitches dms
Sh*t!!!! RT @DipOnline If K Michelle was apart of Baltimore twitter she'd be one of them hoes saying she's celibate smh,1,sht rt k michelle apart baltimore twitter shed one hoes saying shes celibate smh
Shades of Eric Chavez's past gold glove! #Yankees #Oakland,2,shades eric chavezs past gold glove
Shantrell tryna fight bitches in da clinic n shut &#128514;&#128514; She wanna wait til uh bitch sick to try to bump &#128514;&#128514;&#128128;,1,shantrell tryna fight bitches clinic n shut wanna wait til uh bitch sick try bump
Shara fuck you in Ya pussy. You know what I meant MF.,1,shara fuck pussy know meant mf
Sharkeisha isn't dead you're all retarded lop,1,sharkeisha isnt dead youre retarded lop
Shaved pussy ho gets serious anal sex&#160;here! http://t.co/ECvvmwfh88,1,shaved pussy ho gets serious anal sexhere
"Shawty pussy wet, the dope drippn wet &#128166;",1,shawty pussy wet dope drippn wet
"She May Be Dumb As A Stump, but even Sarah mocks OBAMA! http://t.co/Qwxb4wbfZq&#8221;",2,may dumb stump even sarah mocks obama
She a bad bitch period. But she didn't have to get these big ass implants &#128514; fucc http://t.co/Dd5iu85lPx,1,bad bitch period didnt get big ass implants fucc
She a bird for that ... Shit was disrespectful! Then ran outside n left her man to get bossed on!,1,bird shit disrespectful ran outside n left man get bossed
She a dirty bitch and I dotn have a doubt,1,dirty bitch dotn doubt
She a dyke if one side of her head is faded out,1,dyke one side head faded
She a hoe cause your boyfriend want her? she scary cause she dont talk shit like y'all? she ugly cause you don't like her? GROW UP!,1,hoe cause boyfriend want scary cause dont talk shit like yall ugly cause dont like grow
She a true boss bitch I respect her,1,true boss bitch respect
She actin b00gie around u cuz she used to them things u cant supply. Fuckin wit mee..cuz Mr.He ain't shit be the first to take a niqqa bitch,1,actin bgie around u cuz used things u cant supply fuckin wit meecuz mrhe aint shit first take niqqa bitch
"She actin like a hoe i dont want her, id rather just smoke my marijuana",1,actin like hoe dont want id rather smoke marijuana
She be on some real shit n stay on some chill shit .. Besides all my niccas the only one I can chill wit!,1,real shit n stay chill shit besides niccas one chill wit
She be thinking she throwing that pussy back so good and all she doing is throwing ya nut process off,1,thinking throwing pussy back good throwing nut process
She been a hoe all summer but soon as the fall weather hit she'll probably forget about all that and be a good girl again. That's the cycle,1,hoe summer soon fall weather hit shell probably forget good girl thats cycle
She bet not put me on her gram I got bitches on the gram,1,bet put gram got bitches gram
She bitch goddess thinks she owns New York????? .........wait...... @midnight #LameApocalypses,1,bitch goddess thinks owns new york wait
She burned that bitch,1,burned bitch
"She cares tho. Appreciate her. Lol RT @Jollymann: A trolling bitch is a lonely bitch.""",1,cares tho appreciate lol rt trolling bitch lonely bitch
"She come to visit and the pussy too good, she gotta move to the city within 3 months after yall first fuck or it ain't gon work.",1,come visit pussy good gotta move city within months yall first fuck aint gon work
"She don't get emojis until after I bag, emojis are pussy shit",1,dont get emojis bag emojis pussy shit
She dont wanna fuck me she wanna fuck my wrist.. tell her like young dro fuck dat bitch!,1,dont wanna fuck wanna fuck wrist tell like young dro fuck dat bitch
She even had a hoe name.,1,even hoe name
She feelin a young niggah,1,feelin young niggah
She fuck with me cause I ain't no bitch .,1,fuck cause aint bitch
She fuckin wit a young niggah,1,fuckin wit young niggah
"She get a bunch of money, spend it all on drugs, mobbin with her bitches, never fall in love &#128128;&#128168;&#128139;",1,get bunch money spend drugs mobbin bitches never fall love
She give away that pussy like loose change,1,give away pussy like loose change
She gon look over these bitches like terms and conditions...,1,gon look bitches like terms conditions
She gonna pop that pussy for a real niggaa,1,gonna pop pussy real niggaa
She got arrested for domestic violence against him!! Ugh bitch -_-,1,got arrested domestic violence ugh bitch _
"She got ass, this bitch got hips, this bitch got thighs. This bitch here fine, this bitch here bad, she all the way live.",1,got ass bitch got hips bitch got thighs bitch fine bitch bad way live
She got every niggah lookin like dam,0,got every niggah lookin like dam
She got me like fuck that bitch,1,got like fuck bitch
"She has zebra tights in her take home bag, me and my mom are just &#128525;",2,zebra tights take home bag mom
She in the mall she balling bitch buy something for me,1,mall balling bitch buy something
"She is not a ""whore"" she a ho",1,whore ho
"She just wanna run around the city and make memories that she can barely remember and I'd allow her, talk about pussy power.",1,wanna run around city make memories barely remember id allow talk pussy power
"She just want her pussy ate, she ain't gon text u back afterwards RT @chaannyyyy: who wants to hang out&#128069;",1,want pussy ate aint gon text u back afterwards rt wants hang
"She kept whispering in my ear ""jasmin, you are so damn fine"".....I said ""bitch, jasmin is over there""",1,kept whispering ear jasmin damn finei said bitch jasmin
She know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec !,1,know ex bitch think got next fucced gang niggas threw pussy dec
She know that im that niggah,1,know im niggah
"She like ""bitch you know I got next, yasss"" http://t.co/5XVpWWFrub",1,like bitch know got next yasss
She like to argue so I sent dat bitch to law school,1,like argue sent dat bitch law school
She make me wanna take things slow but I can't even trust a hoe,1,make wanna take things slow cant even trust hoe
"She must not know I got over 3,000 followers breh this bitch gotta get the fuck up outta this VIP section dawg she decreasing my value",1,must know got followers breh bitch gotta get fuck outta vip section dawg decreasing value
"She reps that O13 

Yeah. 

Only the baddest of bitches #1x",1,reps yeah baddest bitches
She said aye whass hannin lil bitch lol,1,said aye whass hannin lil bitch lol
She said pop can u make it rain I said bitch I'm a water bearer I bring da flood I'll make you drown,1,said pop u make rain said bitch im water bearer bring flood ill make drown
She said she don't like the fact that I smoke cigarettes. Well sorry Mrs.LadyBitch I don't like the fact that you're a hoe,1,said dont like fact smoke cigarettes well sorry mrsladybitch dont like fact youre hoe
She said to bring a bitch of mine &#128514;done &#128514;&#128514;&#128514;,1,said bring bitch mine done
She say her pussy hairy ... I wana see &#128047;&#128064;&#128064;&#128064;&#128064;,1,say pussy hairy wana see
"She say she can do that same thing as 5 bitches ,",1,say thing bitches
"She say she want a nigga like me
But that bitch mad cause she can't be my wifey",1,say want nigga like bitch mad cause cant wifey
She say that she was married well so is me she say her pussy hairy &#128570;&#128570; I wanna see &#128574;&#128064;,1,say married well say pussy hairy wanna see
"She says i act different, she thinks that its them bad bitches, Naw babe its just you and the thought of you being my misses..",1,says act different thinks bad bitches naw babe thought misses
"She sent me one back, but I ain't even read it. Cause pussys only pussy and I get it when I need it..",1,sent one back aint even read cause pussys pussy get need
She sharing her hoe... She know though.. At least I hope she do. LMAO!,1,sharing hoe know though least hope lmao
She sounded like a bird crowing,2,sounded like bird crowing
"She suckin on my dick, cuz I'm a pretty bitch",1,suckin dick cuz im pretty bitch
She talkin shit???? That bitch look like a Linebacker! #messinwithsasquach,1,talkin shit bitch look like linebacker
She the reason I'm quick to dip out on a bitch.,1,reason im quick dip bitch
She think she bad but my bitch meaner,1,think bad bitch meaner
"She threw that pussy in a circle, I wanted her to throw it in a pentagon tho",1,threw pussy circle wanted throw pentagon tho
She told me that she love me I looked at and said bitch stop,1,told love looked said bitch stop
She told me trust no bitches &#128581; and watch yo homies &#128530;&#128064;,1,told trust bitches watch yo homies
She trash tho.,2,trash tho
She tried to get you to rob the Wop but now the bitch in critical,1,tried get rob wop bitch critical
She unfollowed me after I said I cried watching dawn of the apes lmaooooooo,2,unfollowed said cried watching dawn apes lmaooooooo
